rank,rider,team,time,cq_points,race_id
15.0,STRONG Corbin,IPT,,12,40628
16.0,BOASSON HAGEN Edvald,TEN,,10,40628
17.0,WELTEN Bram,GFC,,9,40628
18.0,TROIA Oliviero,UAD,,8,40628
19.0,GUEGAN Maël,UNA,,7,40628
20.0,ALLEGAERT Piet,COF,,6,40628
21.0,VERNON Ethan,QST,,5,40628
22.0,MORIN Emmanuel,UNA,,5,40628
23.0,HARDY Romain,ARK,,5,40628
24.0,DE BUYST Jasper,LTS,,5,40628
25.0,GRONDIN Donavan,ARK,,5,40628
26.0,MAURELET Flavien,AUB,,5,40628
27.0,COLMAN Alex,SVB,"07""",5,40628
28.0,SAJNOK Szymon,COF,"10""",5,40628
29.0,NAESEN Oliver,ACT,"14""",5,40628
30.0,PENHOËT Paul,GFC,"20""",5,40628
31.0,BIERMANS Jenthe,IPT,"20""",0,40628
1.0,no result,-,,0,39409
1.0,HIRSCHI Marc,UAD,"4h53'30""",80,40629
2.0,ROTA Lorenzo,IWG,,48,40629
3.0,MARTINEZ POVEDA Daniel Felipe,IGD,,40,40629
4.0,RUBIO REYES Einer Augusto,MOV,,36,40629
5.0,CHAVES RUBIO Jhoan Esteban,EFE,,32,40629
6.0,ARANBURU DEBA Alexander,MOV,"13""",28,40629
7.0,KRON Andreas Lorentz,LTS,"13""",24,40629
8.0,DOUBLE Paul,MGK,"13""",20,40629
9.0,MARTIN Guillaume,COF,"13""",16,40629
10.0,PONOMAR Andriy,DRA,"13""",12,40629
11.0,IZAGIRRE INSAUSTI Gorka,MOV,"17""",10,40629
12.0,TESFATSION Natnael Ocbit,DRA,"23""",9,40629
13.0,ZANA Filippo,BCF,"23""",8,40629
14.0,EIKING Odd Christian,EFE,"23""",7,40629
15.0,PEAK Barnabas,IWG,"23""",6,40629
16.0,HUYS Laurens,IWG,"23""",5,40629
17.0,BATTISTELLA Samuele,AST,"35""",5,40629
18.0,PEDRERO LOPEZ Antonio,MOV,"01'25""",5,40629
19.0,MARTIN GUTIERREZ Alex,EOK,"01'47""",5,40629
20.0,HOLLYMAN Mason,ICA,"03'33""",5,40629
21.0,GARAVAGLIA Giacomo,IWM,"03'35""",0,40629
22.0,LAENGEN Vegard Stake,UAD,"03'35""",0,40629
23.0,QUINN Sean,EFE,"03'35""",0,40629
24.0,RIVERA VARGAS Brandon Smith,IGD,"03'35""",0,40629
25.0,ROPERO MOLINA Alejandro,EOK,"03'35""",0,40629
26.0,BAIS Mattia,DRA,"03'35""",0,40629
27.0,COVILI Luca,BCF,"03'35""",0,40629
28.0,SEPULVEDA Eduardo,DRA,"03'35""",0,40629
29.0,ARCAS PEÑA Jorge,MOV,"03'35""",0,40629
30.0,FARESIN Edoardo,ZEF,"03'38""",0,40629
31.0,DE LA PARTE GONZALEZ Victor,TEN,"06'22""",0,40629
1.0,VAN DER POEL Mathieu,ADC,"4h55'26""",130,40630
2.0,GIRMAY HAILU Biniam,IWG,,78,40630
3.0,SERRANO RODRIGUEZ Gonzalo,MOV,,66,40630
4.0,TEUNS Dylan,IPT,"01""",58,40630
5.0,STRONG Corbin,IPT,"01""",52,40630
6.0,PHILIPSEN Jasper,ADC,"01""",46,40630
7.0,VAN DEN BERG Marijn,EFE,"01""",40,40630
8.0,ZINGLE Axel,COF,"01""",34,40630
9.0,DE BUYST Jasper,LTS,"01""",28,40630
10.0,BARGUIL Warren,ARK,"01""",24,40630
11.0,GILBERT Philippe,LTS,"01""",20,40630
12.0,COQUARD Bryan,COF,"05""",18,40630
13.0,RAFFERTY Darren,HBA,"05""",16,40630
14.0,CAMPENAERTS Victor,LTS,"05""",14,40630
15.0,SIMON Julien,TEN,"08""",12,40630
16.0,VLIEGEN Loïc,IWG,"10""",10,40630
17.0,OLDANI Stefano,ADC,"12""",9,40630
18.0,CAPIOT Amaury,ARK,"12""",8,40630
19.0,MONIQUET Sylvain,LTS,"12""",7,40630
20.0,VAN ROOY Kenneth,SVB,"12""",6,40630
21.0,VAN AVERMAET Greg,ACT,"12""",5,40630
22.0,PAASSCHENS Mathijs,BWB,"12""",5,40630
23.0,HARDY Romain,ARK,"17""",5,40630
24.0,SMITH Dion,BEX,"17""",5,40630
25.0,TEUGELS Lennert,TIS,"17""",5,40630
26.0,HEALY Ben,EFE,"17""",5,40630
27.0,MOZZATO Luca,BBK,"17""",5,40630
28.0,CHEVALIER Maxime,BBK,"17""",5,40630
29.0,LAPEIRA Paul,ACT,"17""",5,40630
30.0,BOILEAU Alan,BBK,"20""",5,40630
31.0,RUTSCH Jonas,EFE,"20""",0,40630
1.0,MARTINEZ POVEDA Daniel Felipe,IGD,"4h55'37""",130,40710
2.0,EIKING Odd Christian,EFE,,78,40710
3.0,MARTIN Guillaume,COF,,66,40710
4.0,CHAVES RUBIO Jhoan Esteban,EFE,,58,40710
5.0,VLASOV Aleksandr,BOH,,52,40710
6.0,ALBANESE Vincenzo,EOK,"59""",46,40710
7.0,VELASCO Simone,AST,"59""",40,40710
8.0,KRON Andreas Lorentz,LTS,"59""",34,40710
9.0,HIRSCHI Marc,UAD,"59""",28,40710
10.0,PICCOLO Andrea,EFE,"59""",24,40710
11.0,ROTA Lorenzo,IWG,"01'03""",20,40710
12.0,ZOCCARATO Samuele,BCF,"03'23""",18,40710
13.0,ARANBURU DEBA Alexander,MOV,"03'28""",16,40710
14.0,VUILLERMOZ Alexis,TEN,"03'28""",14,40710
15.0,PASQUALON Andrea,IWG,"03'28""",12,40710
16.0,GOOSSENS Kobe,IWG,"03'28""",10,40710
17.0,BUCHMANN Emanuel,BOH,"03'28""",9,40710
18.0,BURGAUDEAU Mathieu,TEN,"03'32""",8,40710
19.0,VERSCHAEVE Viktor,LTS,"03'32""",7,40710
20.0,IZAGIRRE INSAUSTI Gorka,MOV,"03'35""",6,40710
21.0,BAIS Mattia,DRA,"03'35""",5,40710
22.0,HUYS Laurens,IWG,"03'41""",5,40710
23.0,RUBIO REYES Einer Augusto,MOV,"03'48""",5,40710
24.0,QUINN Sean,EFE,"06'00""",5,40710
25.0,BARBERO CUESTA Carlos,LTS,"06'00""",5,40710
26.0,UIJTDEBROEKS Cian,BOH,"06'00""",5,40710
27.0,ROMO OLIVER Javier,AST,"06'00""",5,40710
28.0,BERNAL GOMEZ Egan Arley,IGD,"06'00""",5,40710
29.0,FERRON Valentin,TEN,"06'49""",5,40710
30.0,GARAVAGLIA Giacomo,IWM,"10'28""",5,40710
31.0,GABBURO Davide,BCF,"10'28""",0,40710
1.0,JAKOBSEN Fabio,QST,"4h22'59""",80,40631
2.0,EWAN Caleb,LTS,,48,40631
3.0,GROENEWEGEN Dylan,BEX,,40,40631
4.0,MOZZATO Luca,BBK,,36,40631
5.0,DUPONT Timothy,BWB,,32,40631
6.0,MERLIER Tim,ADC,,28,40631
7.0,THIJSSEN Gerben,IWG,,24,40631
8.0,ABERASTURI IZAGA Jon,TFS,,20,40631
9.0,BARBIER Pierre,BBK,,16,40631
10.0,CAPIOT Amaury,ARK,,12,40631
11.0,FRETIN Milan,SVB,,10,40631
12.0,BOMBOI Davide,EHS,,9,40631
13.0,VAN DEN BERG Marijn,EFE,,8,40631
14.0,VAN ASBROECK Tom,IPT,,7,40631
15.0,DE KLEIJN Arvid,HPM,,6,40631
16.0,WEEMAES Sasha,SVB,,5,40631
17.0,CONSONNI Simone,COF,,5,40631
18.0,MEEUS Jordi,BOH,,5,40631
19.0,KOGUT Oded,IPT,,5,40631
20.0,D'HEYGERE Gil,MCT,,5,40631
21.0,WELSFORD Samuel,DSM,,0,40631
22.0,WALSCHEID Maximilian,COF,,0,40631
23.0,VIVIANI Attilio,BWB,,0,40631
24.0,EINHORN Itamar,IPT,,0,40631
25.0,TORRES BARCELO Albert,MOV,,0,40631
26.0,DISSEL Bram,BCY,,0,40631
27.0,KONYCHEV Alexander,BEX,,0,40631
28.0,LARSEN Niklas,UXT,,0,40631
29.0,VAN TRICHT Stan,QST,,0,40631
30.0,ELOSEGUI MOMEÑE Iñigo,MOV,,0,40631
31.0,VAN LERBERGHE Bert,QST,,0,40631
1.0,MEEUS Jordi,BOH,"4h43'32""",130,40632
2.0,DEMARE Arnaud,GFC,,78,40632
3.0,KANTER Max,MOV,,66,40632
4.0,VAN ROOY Kenneth,SVB,,58,40632
5.0,BOIVIN Guillaume,IPT,,52,40632
6.0,TURGIS Anthony,TEN,,46,40632
7.0,CONSONNI Simone,COF,,40,40632
8.0,NAESEN Oliver,ACT,,34,40632
9.0,DE BONDT Dries,ADC,,28,40632
10.0,GAUTHERAT Pierre,ACT,,24,40632
11.0,SINKELDAM Ramon,GFC,,20,40632
12.0,RESELL Erik Nordsaeter,UXT,,18,40632
13.0,SCHELLING Ide,BOH,"04""",16,40632
14.0,DE LIE Arnaud,LTS,"04""",14,40632
15.0,PHILIPSEN Jasper,ADC,"04""",12,40632
16.0,MOZZATO Luca,BBK,"04""",10,40632
17.0,COQUARD Bryan,COF,"04""",9,40632
18.0,LIEPINS Emils,TFS,"04""",8,40632
19.0,SMITH Dion,BEX,"04""",7,40632
20.0,DVERSNES Fredrik,UXT,"04""",6,40632
21.0,ALLEGAERT Piet,COF,"04""",5,40632
22.0,PAASSCHENS Mathijs,BWB,"04""",5,40632
23.0,THEUNS Edward,TFS,"04""",5,40632
24.0,DUJARDIN Sandy,TEN,"04""",5,40632
25.0,VANHOOF Ward,SVB,"04""",5,40632
26.0,VAN GESTEL Dries,TEN,"04""",5,40632
27.0,TEUGELS Lennert,TIS,"04""",5,40632
28.0,GILBERT Philippe,LTS,"04""",5,40632
29.0,ZINGLE Axel,COF,"04""",5,40632
30.0,JOSEPH Thomas,MCT,"04""",5,40632
31.0,PEYSKENS Dimitri,BWB,"04""",0,40632
1.0,no result,-,,0,40633
1.0,VERMELTFOORT Coen,VWE,"4h27'21""",15,40803
2.0,WALLIN Rasmus Bøgh,GSH,,10,40803
3.0,LARSEN Sebastian Kirkedam,UDT,,8,40803
4.0,KIELICH Timo,ADD,,7,40803
5.0,ROOTKIN-GRAY Jack,SPC,,6,40803
6.0,VAN HEMELEN Vincent,-,,5,40803
7.0,VAN DE PAAR Jarne,-,"01'13""",4,40803
8.0,BASTIAENS Ayco,ADD,"01'13""",3,40803
9.0,LØLAND Sakarias Koller,UDT,"01'13""",2,40803
10.0,VAN DER HORST Dennis,ALQ,"01'13""",1,40803
11.0,POLLEFLIET Gianluca,-,"01'13""",0,40803
12.0,AALEHEIM Joakim,-,"02'09""",0,40803
13.0,KLARIS Magnus Bak,GSH,"02'09""",0,40803
14.0,DE MEESTER Luca,-,"02'15""",0,40803
15.0,WILLEMS Senne,-,"02'15""",0,40803
16.0,CLE Brent,-,"02'15""",0,40803
17.0,STEHLI Félix,EFD,"02'15""",0,40803
18.0,HABETS Jordan,MET,"02'25""",0,40803
19.0,DEL GROSSO Tibor,MET,"02'25""",0,40803
20.0,ROUFFAER Lars,ALQ,"02'25""",0,40803
1.0,THIJSSEN Gerben,IWG,"4h39'16""",80,40634
2.0,PHILIPSEN Jasper,ADC,,48,40634
3.0,KANTER Max,MOV,,40,40634
4.0,ALLEGAERT Piet,COF,,36,40634
5.0,GROENEWEGEN Dylan,BEX,,32,40634
6.0,DE LIE Arnaud,LTS,,28,40634
7.0,KRISTOFF Alexander,IWG,,24,40634
8.0,MEEUS Jordi,BOH,,20,40634
9.0,MARIT Arne,SVB,,16,40634
10.0,VAN ASBROECK Tom,IPT,,12,40634
11.0,CONSONNI Simone,COF,,10,40634
12.0,DUPONT Timothy,BWB,,9,40634
13.0,BLIKRA Erlend Jordbrekk,UXT,,8,40634
14.0,EINHORN Itamar,IPT,,7,40634
15.0,VAN TRICHT Stan,QST,,6,40634
16.0,BOMBOI Davide,EHS,,5,40634
17.0,DE VRIES Hartthijs,MET,,5,40634
18.0,WEEMAES Sasha,SVB,,5,40634
19.0,VAN ROOY Kenneth,SVB,,5,40634
20.0,JOSEPH Thomas,MCT,,5,40634
21.0,BROWN Jim,RDW,,0,40634
22.0,VAN DER MEER Nick,VWE,,0,40634
23.0,GOEMAN Andreas,TIS,,0,40634
24.0,VAN DEN BERG Marijn,EFE,,0,40634
25.0,VAN DE WYNKELE Lorenz,EHS,,0,40634
26.0,VERHEYEN Maarten,EVO,,0,40634
27.0,WOOD Oliver,RDW,,0,40634
28.0,VANDEVELDE Yentl,MCT,,0,40634
29.0,DEL GROSSO Tibor,MET,,0,40634
30.0,NORSGAARD JØRGENSEN Mathias,MOV,,0,40634
31.0,D'HEYGERE Gil,MCT,,0,40634
1.0,no result,-,,0,40635
1.0,DEMARE Arnaud,GFC,"4h32'34""",80,40636
2.0,SARREAU Marc,ACT,,48,40636
3.0,THEUNS Edward,TFS,,40,40636
4.0,MOZZATO Luca,BBK,,36,40636
5.0,SIMON Julien,TEN,,32,40636
6.0,CAPIOT Amaury,ARK,,28,40636
7.0,WALSCHEID Maximilian,COF,,24,40636
8.0,JANSE VAN RENSBURG Reinardt,LTS,,20,40636
9.0,CARDIS Romain,AUB,,16,40636
10.0,BARBIER Pierre,BBK,,12,40636
11.0,HOFSTETTER Hugo,ARK,,10,40636
12.0,DUJARDIN Sandy,TEN,,9,40636
13.0,COQUARD Bryan,COF,,8,40636
14.0,SELIG Rüdiger,LTS,,7,40636
15.0,MANZIN Lorrenzo,TEN,,6,40636
16.0,PAGE Hugo,IWG,,5,40636
17.0,GUEGAN Maël,UNA,,5,40636
18.0,MERLIER Tim,ADC,,5,40636
19.0,VENTURINI Clément,ACT,,5,40636
20.0,DEVRIENDT Tom,IWG,,5,40636
21.0,MORIN Emmanuel,UNA,,0,40636
22.0,MENTEN Milan,BWB,,0,40636
23.0,DANES Léo,UNA,,0,40636
24.0,KRIEGER Alexander,ADC,,0,40636
25.0,ABERASTURI IZAGA Jon,TFS,,0,40636
26.0,DELACROIX Tristan,NMC,,0,40636
27.0,ZINGLE Axel,COF,,0,40636
28.0,MIFSUD Andréa,NMC,,0,40636
29.0,GUARNIERI Jacopo,GFC,,0,40636
30.0,URRUTY Maxime,NMC,,0,40636
31.0,SOUPE Geoffrey,TEN,,0,40636
1.0,PHILIPSEN Jasper,ADC,"4h24'36""",80,40637
2.0,DE LIE Arnaud,LTS,,48,40637
3.0,GROENEWEGEN Dylan,BEX,,40,40637
4.0,DEGENKOLB John,DSM,,36,40637
5.0,VAN GESTEL Dries,TEN,,32,40637
6.0,MEEUS Jordi,BOH,,28,40637
7.0,COQUARD Bryan,COF,,24,40637
8.0,MANZIN Lorrenzo,TEN,,20,40637
9.0,THIJSSEN Gerben,IWG,,16,40637
10.0,KANTER Max,MOV,,12,40637
11.0,CONSONNI Simone,COF,,10,40637
12.0,EINHORN Itamar,IPT,,9,40637
13.0,VERMEULEN Emiel,GRL,,8,40637
14.0,WALSCHEID Maximilian,COF,,7,40637
15.0,CAPIOT Amaury,ARK,,6,40637
16.0,DUPONT Timothy,BWB,,5,40637
17.0,CHRISTENSEN Ryan,BEB,,5,40637
18.0,MARIT Arne,SVB,,5,40637
19.0,TEUNISSEN Mike,TJV,,5,40637
20.0,WELSFORD Samuel,DSM,,5,40637
21.0,BARBIER Rudy,IPT,,0,40637
22.0,REYNDERS Jens,SVB,,0,40637
23.0,NIZZOLO Giacomo,IPT,,0,40637
24.0,BOMBOI Davide,EHS,,0,40637
25.0,RESELL Erik Nordsaeter,UXT,,0,40637
26.0,KRAMER Jesse,TJV,,0,40637
27.0,D'HEYGERE Gil,MCT,,0,40637
28.0,VERCHER Mattéo,TEN,,0,40637
29.0,VAN ASBROECK Tom,IPT,,0,40637
30.0,ROELEN Jaap,MET,,0,40637
31.0,PLUIMERS Rick,TJV,,0,40637
1.0,CONSONNI Simone,COF,"4h37'48""",80,40638
2.0,GROENEWEGEN Dylan,BEX,,48,40638
3.0,TESSON Jason,AUB,,40,40638
4.0,HOFSTETTER Hugo,ARK,,36,40638
5.0,DE LIE Arnaud,LTS,,32,40638
6.0,SARREAU Marc,ACT,,28,40638
7.0,DEMARE Arnaud,GFC,,24,40638
8.0,MOZZATO Luca,BBK,,20,40638
9.0,DUJARDIN Sandy,TEN,,16,40638
10.0,LOUVEL Matis,ARK,,12,40638
11.0,NIZZOLO Giacomo,IPT,,10,40638
12.0,COQUARD Bryan,COF,,9,40638
13.0,MORIN Emmanuel,UNA,,8,40638
14.0,STRONG Corbin,IPT,,7,40638
15.0,VAN ROOY Kenneth,SVB,,6,40638
16.0,PAGE Hugo,IWG,,5,40638
17.0,BOL Cees,DSM,,5,40638
18.0,MERTZ Rémy,BWB,,5,40638
19.0,BIERMANS Jenthe,IPT,,5,40638
20.0,NØRTOFT Morten Aalling,RIW,,5,40638
21.0,EINHORN Itamar,IPT,"04""",0,40638
22.0,BASSETT Stephen,HPM,"04""",0,40638
23.0,ASKEY Lewis,GFC,"04""",0,40638
24.0,MOBACH Jarno,LPC,"04""",0,40638
25.0,VAN ASBROECK Tom,IPT,"04""",0,40638
26.0,DOUBEY Fabien,TEN,"04""",0,40638
27.0,CARDIS Romain,AUB,"04""",0,40638
28.0,JARNET Maxime,GRL,"07""",0,40638
29.0,GOLDSTEIN Omer,IPT,"07""",0,40638
30.0,COUANON Jonathan,NMC,"07""",0,40638
31.0,NARBONNE-ZUCCARELLI Axel,NMC,"07""",0,40638
1.0,BAX Sjoerd,ADC,"4h57'26""",80,40640
2.0,VALVERDE BELMONTE Alejandro,MOV,,48,40640
3.0,PICCOLO Andrea,EFE,,40,40640
4.0,FORMOLO Davide,UAD,,36,40640
5.0,POZZOVIVO Domenico,IWG,,32,40640
6.0,MARTIN Guillaume,COF,,28,40640
7.0,URAN URAN Rigoberto,EFE,,24,40640
8.0,NIBALI Vincenzo,AST,,20,40640
9.0,MAS NICOLAU Enric,MOV,"07""",16,40640
10.0,OLDANI Stefano,ADC,"01'40""",12,40640
11.0,GOOSSENS Kobe,IWG,"01'40""",10,40640
12.0,YATES Simon,BEX,"01'40""",9,40640
13.0,STRONG Corbin,IPT,"01'56""",8,40640
14.0,MARENGO Umberto,DRA,"01'56""",7,40640
15.0,KRON Andreas Lorentz,LTS,"01'56""",6,40640
16.0,ROJAS GIL Jose Joaquin,MOV,"01'56""",5,40640
17.0,VELASCO Simone,AST,"01'56""",5,40640
18.0,BAIS Davide,EOK,"01'56""",5,40640
19.0,VILLELLA Davide,COF,"01'56""",5,40640
20.0,JORGENSON Matteo,MOV,"01'56""",5,40640
21.0,VUILLERMOZ Alexis,TEN,"01'56""",0,40640
22.0,SBARAGLI Kristian,ADC,"01'56""",0,40640
23.0,LATOUR Pierre,TEN,"01'56""",0,40640
24.0,COVI Alessandro,UAD,"01'56""",0,40640
25.0,TIZZA Marco,BWB,"01'56""",0,40640
26.0,HUYS Laurens,IWG,"01'56""",0,40640
27.0,EIKING Odd Christian,EFE,"01'56""",0,40640
28.0,QUINN Sean,EFE,"01'56""",0,40640
29.0,IZAGIRRE INSAUSTI Ion,COF,"01'56""",0,40640
30.0,FIORELLI Filippo,BCF,"01'56""",0,40640
31.0,CONCA Filippo,LTS,"01'56""",0,40640
1.0,MAS NICOLAU Enric,MOV,"4h53'31""",130,40711
2.0,POGACAR Tadej,UAD,"11""",78,40711
3.0,POZZOVIVO Domenico,IWG,"13""",66,40711
4.0,VALVERDE BELMONTE Alejandro,MOV,"26""",58,40711
5.0,URAN URAN Rigoberto,EFE,"31""",52,40711
6.0,FORTUNATO Lorenzo,EOK,"36""",46,40711
7.0,FERNANDEZ ANDUJAR Ruben,COF,"46""",40,40711
8.0,MOLARD Rudy,GFC,"53""",34,40711
9.0,FORMOLO Davide,UAD,"01'12""",28,40711
10.0,STORER Michael,GFC,"01'13""",24,40711
11.0,PADUN Mark,EFE,"01'36""",20,40711
12.0,ULISSI Diego,UAD,"01'44""",18,40711
13.0,PICCOLO Andrea,EFE,"01'44""",16,40711
14.0,SOSA CUERVO Ivan Ramiro,MOV,"01'44""",14,40711
15.0,VAN WILDER Ilan,QST,"02'04""",12,40711
16.0,RODRIGUEZ CANO Carlos,IGD,"02'04""",10,40711
17.0,GLOAG Thomas,TJV,"02'08""",9,40711
18.0,ROTA Lorenzo,IWG,"02'14""",8,40711
19.0,BERTHET Clément,ACT,"02'20""",7,40711
20.0,VAUQUELIN Kévin,ARK,"02'43""",6,40711
21.0,VELASCO Simone,AST,"03'15""",5,40711
22.0,LATOUR Pierre,TEN,"03'16""",5,40711
23.0,VUILLERMOZ Alexis,TEN,"03'18""",5,40711
24.0,VLASOV Aleksandr,BOH,"03'22""",5,40711
25.0,BAX Sjoerd,ADC,"03'28""",5,40711
26.0,EIKING Odd Christian,EFE,"03'29""",5,40711
27.0,DE MARCHI Alessandro,IPT,"03'29""",5,40711
28.0,OOMEN Sam,TJV,"03'32""",5,40711
29.0,GESINK Robert,TJV,"03'32""",5,40711
30.0,MARTINEZ POVEDA Daniel Felipe,IGD,"03'32""",5,40711
31.0,CHAVES RUBIO Jhoan Esteban,EFE,"03'32""",0,40711
1.0,COQUARD Bryan,COF,"4h45'23""",80,40713
2.0,DEMARE Arnaud,GFC,,48,40713
3.0,MOZZATO Luca,BBK,,40,40713
4.0,NOPPE Christophe,ARK,,36,40713
5.0,LOUVEL Matis,ARK,,32,40713
6.0,SINKELDAM Ramon,GFC,"03""",28,40713
7.0,SARREAU Marc,ACT,"03""",24,40713
8.0,DUJARDIN Sandy,TEN,"03""",20,40713
9.0,SIMON Julien,TEN,"03""",16,40713
10.0,GUEGAN Maël,UNA,"03""",12,40713
11.0,TABELLION Valentin,GRL,"03""",10,40713
12.0,MORIN Emmanuel,UNA,"03""",9,40713
13.0,VENTURINI Clément,ACT,"03""",8,40713
14.0,CANAL BLANCO Carlos,EUS,"03""",7,40713
15.0,VAN NIEKERK Morne,AUB,"03""",6,40713
16.0,BOASSON HAGEN Edvald,TEN,"03""",5,40713
17.0,JARNET Maxime,GRL,"03""",5,40713
18.0,PEÑALVER ANIORTE Manuel,BBH,"03""",5,40713
19.0,BARTHE Cyril,BBK,"03""",5,40713
20.0,BONNAMOUR Franck,BBK,"03""",5,40713
21.0,PERON Andrea,TNN,"09""",0,40713
22.0,CARDIS Romain,AUB,"11""",0,40713
23.0,MOLENAAR Alex,BBH,"11""",0,40713
24.0,NARBONNE-ZUCCARELLI Axel,NMC,"12""",0,40713
25.0,SOTO GUIRAO Antonio Jesus,EUS,"12""",0,40713
26.0,LOZANO RIBA David,TNN,"12""",0,40713
27.0,DELACROIX Tristan,NMC,"12""",0,40713
28.0,MARIAULT Axel,UNA,"12""",0,40713
29.0,RAUGEL Antoine,ACT,"12""",0,40713
30.0,LOBATO DEL VALLE Juan Jose,EUS,"12""",0,40713
31.0,MAURELET Flavien,AUB,"12""",0,40713
1.0,ZINGLE Axel,COF,"4h26'14""",80,40714
2.0,CAPIOT Amaury,ARK,,48,40714
3.0,NAESEN Oliver,ACT,,40,40714
4.0,HOFSTETTER Hugo,ARK,,36,40714
5.0,PAGE Hugo,IWG,,32,40714
6.0,BIERMANS Jenthe,IPT,,28,40714
7.0,MERLIER Tim,ADC,,24,40714
8.0,THEUNS Edward,TFS,,20,40714
9.0,BOIVIN Guillaume,IPT,,16,40714
10.0,TOWNSEND Rory,RDW,,12,40714
11.0,VAN GESTEL Dries,TEN,,10,40714
12.0,TAMINIAUX Lionel,ADC,,9,40714
13.0,VAN ROOY Kenneth,SVB,,8,40714
14.0,SKUJINS Toms,TFS,,7,40714
15.0,DE LIE Arnaud,LTS,,6,40714
16.0,VAN ASBROECK Tom,IPT,,5,40714
17.0,BASSETT Stephen,HPM,,5,40714
18.0,GATE Aaron,BEB,,5,40714
19.0,FERRON Valentin,TEN,,5,40714
20.0,DESAL Cériel,BWB,,5,40714
21.0,NØRTOFT Morten Aalling,RIW,,0,40714
22.0,VERMEERSCH Gianni,ADC,"04""",0,40714
23.0,KIRSCH Alex,TFS,"04""",0,40714
24.0,VANHOOF Ward,SVB,"04""",0,40714
25.0,ROBEET Ludovic,BWB,"04""",0,40714
26.0,GOLDSTEIN Omer,IPT,"04""",0,40714
27.0,ZUKOWSKY Nickolas,HPM,"04""",0,40714
28.0,VAN POUCKE Aaron,SVB,"07""",0,40714
29.0,TULNER Rens,MET,"07""",0,40714
30.0,VERWILST Aaron,SVB,"11""",0,40714
31.0,CHRISTENSEN Ryan,BEB,"11""",0,40714
1.0,UGA Ryuki,UKO,"3h29'50""",15,40807
2.0,ABE Takayuki,BLZ,"03""",10,40807
3.0,KOIDE Itsuki,KIN,"08""",8,40807
4.0,TORIBIO ALCOLEA Jose Vicente,MTR,"30""",7,40807
5.0,ONODERA Rei,BLZ,"30""",6,40807
6.0,MANCEBO PEREZ Francisco,MTR,"32""",5,40807
7.0,TREZISE Declan,ACA,"35""",4,40807
8.0,CAVANAGH Ryan,VCH,"35""",3,40807
9.0,BETTLES Carter,ACA,"35""",2,40807
10.0,MASUDA Nariyuki,BLZ,"40""",1,40807
11.0,TANI Junsei,NAS,"46""",0,40807
12.0,ASO Keisuke,VCH,"59""",0,40807
13.0,MAGOSAKI Daiki,-,"01'02""",0,40807
14.0,BATMUNKH Maralerdene,-,"01'04""",0,40807
15.0,MINATO Ryo,SMN,"01'07""",0,40807
16.0,YAMAMOTO Tetsuo,BGT,"01'08""",0,40807
17.0,YAMAMOTO Masaki,KIN,"01'10""",0,40807
18.0,NISHIO Keito,NAS,"01'18""",0,40807
19.0,SAWADA Toki,BGT,"01'23""",0,40807
20.0,YOSHIOKA Naoya,UKO,"01'31""",0,40807
1.0,VARGAS ALZATE Walter Alejandro,MED,"47'01""",15,40530
2.0,CONTRERAS PINZON Rodrigo,-,"49""",10,40530
3.0,RODRIGUEZ AGUILAR Jose Luis,-,"53""",8,40530
4.0,AULAR SANABRIA Orluis Alberto,CJR,"58""",7,40530
5.0,CAICEDO CEPEDA Jonathan Klever,EFE,"02'04""",6,40530
6.0,QUINTANA VIDAL Hector Exequiel,-,"02'21""",5,40530
7.0,QUINTEROS MOYA Alexis Benjamin,BGE,"03'53""",4,40530
8.0,TORRES CASTELLANOS Edwin Yair,JAV,"04'02""",3,40530
9.0,ROSA Cristian Egidio,SCP,"04'15""",2,40530
10.0,JURADO LOPEZ Christofer Robin,PCV,"04'31""",1,40530
11.0,ARCHIBOLD CASTILLO Franklin Erasmo,PCV,"05'10""",0,40530
12.0,RIVEROS DIARTE Francisco Daniel,-,"05'58""",0,40530
13.0,ETCHEVERRY Arian,-,"07'11""",0,40530
14.0,FERREIRO PACHECO Fernando Andres,-,"10'34""",0,40530
1.0,KOOIJ Olav,TJV,"4h36'36""",130,40715
2.0,PHILIPSEN Jasper,ADC,,78,40715
3.0,WALSCHEID Maximilian,COF,,66,40715
4.0,EINHORN Itamar,IPT,,58,40715
5.0,BENNETT Sam,BOH,,52,40715
6.0,JAKOBSEN Fabio,QST,,46,40715
7.0,GROENEWEGEN Dylan,BEX,,40,40715
8.0,VAN UDEN Casper,DSM,,34,40715
9.0,KANTER Max,MOV,,28,40715
10.0,FRETIN Milan,SVB,,24,40715
11.0,MARIT Arne,SVB,,20,40715
12.0,GROSS Felix,UAD,,18,40715
13.0,MEEUS Jordi,BOH,,16,40715
14.0,BLIKRA Erlend Jordbrekk,UXT,,14,40715
15.0,TEUTENBERG Tim Torn,LPC,,12,40715
16.0,LÜHRS Leslie,LKH,,10,40715
17.0,MØRKØV CHRISTENSEN Michael,QST,,9,40715
18.0,BRAET Vito,SVB,,8,40715
19.0,KOGUT Oded,IPT,,7,40715
20.0,NIZZOLO Giacomo,IPT,,6,40715
21.0,STOCKMAN Abram,SVL,,5,40715
22.0,KLUGE Roger,LTS,,5,40715
23.0,KRIEGER Alexander,ADC,,5,40715
24.0,ZABEL Rick,IPT,,5,40715
25.0,SELIG Rüdiger,LTS,,5,40715
